Timestamp,Mode,Data
17:51:55.3160,RX,"06 "
17:51:55.4290,RX,"204 "
17:51:55.5030,RX,"203 "
17:51:55.6160,RX,"205 "
17:51:55.7280,RX,"204 "
17:51:55.8420,RX,"207 "
17:51:55.9530,RX,"207 "
17:51:56.0290,RX,"207 "
17:51:56.1790,RX,"200 "
17:51:56.2530,RX,"196 "
17:51:56.3660,RX,"208 "
17:51:56.4790,RX,"206 "
17:51:56.5910,RX,"197 "
17:51:56.7040,RX,"199 "
17:51:56.7820,RX,"199 "
17:51:56.8910,RX,"199 "
17:51:57.0040,RX,"195 "
17:51:57.1170,RX,"194 "
17:51:57.2290,RX,"270 "
17:51:57.3410,RX,"287 "
17:51:57.4160,RX,"242 "
17:51:57.5290,RX,"255 "
17:51:57.6410,RX,"215 "
17:51:57.7210,RX,"203"
17:51:57.7530,RX," "
17:51:57.8670,RX,"211 "
17:51:57.9420,RX,"201 "
17:51:58.0540,RX,"195 "
17:51:58.1660,RX,"203"
17:51:58.1670,RX," "
17:51:58.2780,RX,"191 "
17:51:58.3910,RX,"194 "
17:51:58.4660,RX,"194 "
17:51:58.6160,RX,"19"
17:51:58.6170,RX,"8 "
17:51:58.6910,RX,"202 "
17:51:58.8040,RX,"207 "
17:51:58.9530,RX,"203 "
17:51:58.9910,RX,"22"
17:51:59.0290,RX,"2 "
17:51:59.1410,RX,"225 "
17:51:59.2200,RX,"223 "
17:51:59.3290,RX,"218 "
17:51:59.4410,RX,"23"
17:51:59.4410,RX,"0 "
17:51:59.5530,RX,"215 "
17:51:59.6290,RX,"216 "
17:51:59.7420,RX,"220 "
17:51:59.8530,RX,"2"
17:51:59.8540,RX,"10 "
17:51:59.9660,RX,"214 "
17:52:00.0790,RX,"212 "
17:52:00.1530,RX,"222 "
17:52:00.2670,RX,"2"
17:52:00.3040,RX,"15 "
17:52:00.3790,RX,"213 "
17:52:00.4910,RX,"219 "
17:52:00.6040,RX,"213 "
17:52:00.7160,RX,"217 "
17:52:00.8290,RX,"224 "
17:52:00.9040,RX,"213 "
17:52:01.0160,RX,"211 "
17:52:01.1290,RX,"212 "
17:52:01.2410,RX,"214 "
17:52:01.3540,RX,"207 "
17:52:01.4290,RX,"215 "
17:52:01.5790,RX,"220 "
17:52:01.6540,RX,"210 "
17:52:01.7660,RX,"207 "
17:52:01.8790,RX,"216 "
17:52:01.9910,RX,"232 "
17:52:02.0660,RX,"345 "
17:52:02.1790,RX,"317 "
17:52:02.2910,RX,"275"
17:52:02.2920,RX," "
17:52:02.4040,RX,"238 "
17:52:02.5160,RX,"217 "
17:52:02.5910,RX,"214 "
17:52:02.7040,RX,"206"
17:52:02.7410,RX," "
17:52:02.8160,RX,"191 "
17:52:02.9290,RX,"201 "
17:52:03.0430,RX,"201 "
17:52:03.1170,RX,"206"
17:52:03.1540,RX," "
17:52:03.2660,RX,"209 "
17:52:03.3410,RX,"203 "
17:52:03.4540,RX,"204 "
17:52:03.5660,RX,"20"
17:52:03.5670,RX,"0 "
17:52:03.6790,RX,"205 "
17:52:03.7910,RX,"208 "
17:52:03.8660,RX,"203 "
17:52:03.9790,RX,"20"
17:52:04.0160,RX,"4 "
17:52:04.0920,RX,"201 "
17:52:04.2040,RX,"194 "
17:52:04.3170,RX,"200 "
17:52:04.3910,RX,"19"
17:52:04.4290,RX,"9 "
17:52:04.5040,RX,"203 "
17:52:04.6160,RX,"203 "
17:52:04.7290,RX,"207 "
17:52:04.8410,RX,"2"
17:52:04.8420,RX,"05 "
17:52:04.9540,RX,"192 "
17:52:05.0290,RX,"199 "
17:52:05.1410,RX,"195 "
17:52:05.2530,RX,"1"
17:52:05.2540,RX,"97 "
17:52:05.3660,RX,"207 "
17:52:05.4790,RX,"211 "
17:52:05.5540,RX,"211 "
17:52:05.7040,RX,"205 "
17:52:05.7790,RX,"206 "
17:52:05.8910,RX,"204 "
17:52:06.0040,RX,"205 "
17:52:06.1160,RX,"196 "
17:52:06.2290,RX,"206 "
17:52:06.3040,RX,"206 "
17:52:06.4170,RX,"206 "
17:52:06.5290,RX,"206 "
17:52:06.6410,RX,"196 "
17:52:06.7540,RX,"205 "
17:52:06.8290,RX,"201 "
17:52:06.9410,RX,"197 "
17:52:07.0540,RX,"214 "
17:52:07.1660,RX,"206 "
17:52:07.2780,RX,"195"
17:52:07.2790,RX," "
17:52:07.3920,RX,"224 "
17:52:07.4660,RX,"365 "
17:52:07.5790,RX,"296 "
17:52:07.6910,RX,"260"
17:52:07.6920,RX," "
17:52:07.8040,RX,"312 "
17:52:07.9160,RX,"383 "
